T_UPDATE,CALLSIGN,OPERATOR,TYPE_OF_TRANSPONDER,T0,ICAO_ACTYPE,ADEP,DEST,TAS,RFL
26-8-2019 18:05:10,KLM1732,KLM,L,26-8-2019 13:27:00,E75L,EBBR,EHAM,316,140.0
26-8-2019 17:35:08,STK6Q,STK,S,26-8-2019 13:27:00,AT76,EGMC,EHGG,265,190.0
26-8-2019 18:05:09,TAP672,TAP,L,26-8-2019 13:27:01,A321,LPPT,EHAM,450,360.0
26-8-2019 18:05:10,KLM1614,KLM,L,26-8-2019 13:28:01,B738,LTFM,EHAM,461,360.0
26-8-2019 17:35:08,KLM892,KLM,L,26-8-2019 13:28:01,B789,ZUUU,EHAM,503,260.0
26-8-2019 19:05:07,CSA618,CSA,L,26-8-2019 13:29:01,B738,LKPR,EHAM,407,240.0
26-8-2019 17:35:09,HSO53A,HSO,L,26-8-2019 13:29:47,A169,EDWE,EHGL,120,0.0
26-8-2019 17:20:11,EJU39XC,EJU,L,26-8-2019 13:30:01,A319,EHAM,LIMC,412,310.0
26-8-2019 17:50:07,DLH2A,DLH,H,26-8-2019 13:30:01,A320,EHAM,EDDF,415,230.0
26-8-2019 18:35:07,EJU49EB,EJU,L,26-8-2019 13:30:01,A320,EHAM,LFBD,444,370.0
26-8-2019 18:35:07,RYR90DY,RYR,S,26-8-2019 13:30:01,B738,EHEH,LIME,437,350.0
27-8-2019 01:35:06,HNL33A,HNL,S,26-8-2019 13:30:49,,,,0,
26-8-2019 17:35:09,KLM84B,KLM,L,26-8-2019 13:31:01,E75L,ELLX,EHAM,336,220.0
26-8-2019 17:35:08,TRA34V,TRA,L,26-8-2019 13:31:01,B738,LIRP,EHRD,423,300.0
26-8-2019 17:50:07,CND192,CND,L,26-8-2019 13:31:01,B738,LEIB,EHAM,439,360.0
26-8-2019 18:20:08,HSO53B,HSO,L,26-8-2019 13:31:52,A169,EHGL,EDWE,120,0.0
26-8-2019 18:05:10,KLM50C,KLM,L,26-8-2019 13:32:01,B738,EDDM,EHAM,466,340.0
26-8-2019 18:05:09,KLM55W,KLM,L,26-8-2019 13:33:01,E190,EGLL,EHAM,460,230.0
26-8-2019 17:50:08,KLM6WT,KLM,L,26-8-2019 13:34:00,E75L,ENVA,EHAM,425,360.0
26-8-2019 18:20:09,AZA11Y,AZA,L,26-8-2019 13:34:00,A319,LIMC,EHAM,446,220.0
26-8-2019 17:35:09,KLM1688,KLM,H,26-8-2019 13:34:00,E190,LEBB,EHAM,452,400.0
26-8-2019 17:35:09,KLM86Z,KLM,L,26-8-2019 13:35:00,E75L,EDDV,EHAM,361,220.0
26-8-2019 17:35:09,KLC1522,KLC,L,26-8-2019 13:35:00,E75L,EGSH,EHAM,450,190.0
26-8-2019 17:35:08,TRA66Y,TRA,L,26-8-2019 13:35:00,B738,EHEH,LEBL,448,390.0
26-8-2019 18:20:08,AIZ514,AIZ,E,26-8-2019 13:35:00,A21N,EHAM,LLBG,453,350.0
26-8-2019 18:50:07,TRA33J,TRA,L,26-8-2019 13:35:00,B738,EHAM,LEPA,446,390.0
26-8-2019 17:50:06,KLM84Q,KLM,L,26-8-2019 13:35:00,E75L,EGNJ,EHAM,450,230.0
26-8-2019 17:50:08,RYR96NU,RYR,S,26-8-2019 13:35:00,B738,EHAM,EIDW,343,380.0
26-8-2019 17:50:07,AEA64BZ,AEA,L,26-8-2019 13:35:00,A332,EHAM,LEMD,454,350.0
26-8-2019 18:20:10,KLM21B,KLM,L,26-8-2019 13:36:00,B738,LFML,EHAM,444,220.0
26-8-2019 18:50:07,BEL9TX,BEL,H,26-8-2019 13:36:00,A319,EBBR,EDDT,455,350.0
26-8-2019 17:50:08,KLM28F,KLM,L,26-8-2019 13:37:00,B738,ENBR,EHAM,452,380.0
26-8-2019 14:50:07,QAJ4908,QAJ,L,26-8-2019 13:37:24,LJ45,EHBK,EDDK,422,210.0
26-8-2019 17:05:09,OOSEX,,S,26-8-2019 13:39:03,C208,EBSP,EHTE,155,0.0
26-8-2019 17:20:09,PHHLR,,S,26-8-2019 13:39:07,DR40,EHMZ,EHRD,105,0.0
26-8-2019 18:35:08,KLM39L,KLM,L,26-8-2019 13:40:01,E75L,EHAM,EDDT,430,390.0
26-8-2019 18:05:10,RAM851W,RAM,L,26-8-2019 13:40:01,B738,EHAM,GMMN,454,410.0
26-8-2019 17:35:08,EJU28GE,EJU,L,26-8-2019 13:40:01,A320,EHAM,EGPH,441,380.0
26-8-2019 18:05:09,KLM1799,KLM,H,26-8-2019 13:40:01,E190,EHAM,EDDM,434,350.0
26-8-2019 17:50:08,KLM98M,KLM,L,26-8-2019 13:40:01,B738,LEIB,EHAM,449,380.0
26-8-2019 17:35:08,TRA5V,TRA,L,26-8-2019 13:40:01,B737,EHRD,LOWW,444,410.0
26-8-2019 18:05:08,LOT2977,LOT,S,26-8-2019 13:41:01,CRJ9,EETN,EBBR,447,330.0
26-8-2019 17:50:08,LXA15P,LXA,H,26-8-2019 13:41:01,C56X,EDDH,EHAM,420,280.0
26-8-2019 15:50:08,DEDDS,,S,26-8-2019 13:41:56,P28U,EHSE,EHGG,130,40.0
26-8-2019 18:05:10,KLM82W,KLM,L,26-8-2019 13:42:01,B739,ESSA,EHAM,450,260.0
26-8-2019 18:05:09,KLM88T,KLM,L,26-8-2019 13:43:01,B738,LEBL,EHAM,448,360.0
26-8-2019 16:35:12,NHX01C,NHX,S,26-8-2019 13:44:08,EC75,EHKD,EHLS,140,20.0
26-8-2019 17:20:11,PNX517,PNX,S,26-8-2019 13:45:01,JS32,EHGG,EKCH,266,150.0
26-8-2019 18:05:09,EJU7907,EJU,L,26-8-2019 13:45:01,A320,EHAM,LKPR,443,370.0
26-8-2019 17:50:06,AFR88KQ,AFR,H,26-8-2019 13:45:01,A319,EHAM,LFPG,368,210.0
26-8-2019 18:05:09,KLM70J,KLM,L,26-8-2019 13:45:01,E75L,EDDN,EHAM,387,280.0
26-8-2019 17:50:08,KLM89S,KLM,L,26-8-2019 13:45:01,E190,EHAM,EGCC,420,320.0
26-8-2019 18:05:09,KLM48R,KLM,L,26-8-2019 13:45:01,B737,EGGD,EHAM,450,310.0
26-8-2019 17:35:07,TRA5987,TRA,L,26-8-2019 13:45:01,B738,EHRD,LFMT,421,330.0
26-8-2019 17:35:09,TRA29R,TRA,L,26-8-2019 13:45:01,B738,EHRD,LDPL,445,410.0
27-8-2019 02:20:06,HTM26M,HTM,E,26-8-2019 13:45:45,EC45,EDWS,EDWS,120,0.0
27-8-2019 04:50:06,NHX01C,NHX,S,26-8-2019 13:45:55,EC75,EHLY,EHKD,140,30.0
26-8-2019 16:35:12,NJE606P,NJE,L,26-8-2019 13:46:18,C68A,EHAM,LGTS,423,410.0
26-8-2019 18:05:11,KLM40E,KLM,L,26-8-2019 13:47:00,B739,EFHK,EHAM,450,380.0
26-8-2019 18:05:10,KLM60H,KLM,L,26-8-2019 13:47:00,B737,EGPF,EHAM,450,410.0
26-8-2019 18:50:07,UAE149,UAE,L,26-8-2019 13:47:50,A388,OMDB,EHAM,491,340.0
26-8-2019 17:50:07,GOBEI,,S,26-8-2019 13:48:00,TOBA,EDHL,EHGG,120,40.0
26-8-2019 17:35:08,TRA45J,TRA,L,26-8-2019 13:49:00,B738,LPFR,EHRD,452,380.0
26-8-2019 18:20:09,KLM12H,KLM,L,26-8-2019 13:49:00,B738,LEMD,EHAM,448,340.0
26-8-2019 18:35:07,KLM87H,KLM,H,26-8-2019 13:49:00,E190,EDDS,EHAM,388,240.0
26-8-2019 18:20:10,FIN2EG,FIN,L,26-8-2019 13:50:00,A321,EHAM,EFHK,450,370.0
26-8-2019 18:35:07,TRA2A,TRA,L,26-8-2019 13:50:01,B738,LICC,EHAM,453,380.0
26-8-2019 18:20:10,BTI62D,BTI,S,26-8-2019 13:50:01,BCS3,EHAM,EVRA,435,390.0
26-8-2019 18:50:06,TRA4H,TRA,L,26-8-2019 13:50:01,B738,EHAM,EFHK,446,370.0
26-8-2019 18:35:08,TRA224G,TRA,L,26-8-2019 13:50:01,B738,LGZA,EHAM,452,380.0
26-8-2019 17:50:07,EUW9292,EUW,L,26-8-2019 13:50:01,C680,LSGG,EHRD,458,360.0
26-8-2019 18:05:09,SAS87L,SAS,L,26-8-2019 13:51:01,A319,EKCH,EHAM,440,260.0
26-8-2019 17:35:07,CND594,CND,L,26-8-2019 13:51:01,B738,GCTS,EHBK,469,180.0
26-8-2019 18:35:08,KLM26V,KLM,L,26-8-2019 13:51:01,B739,LPPT,EHAM,455,340.0
26-8-2019 18:05:10,KLM74F,KLM,H,26-8-2019 13:51:01,E190,EGNM,EHAM,460,270.0
26-8-2019 18:20:09,BAW4LT,BAW,L,26-8-2019 13:51:01,A319,EGLL,EDDL,450,330.0
26-8-2019 18:05:10,LCO1503,LCO,L,26-8-2019 13:51:18,B763,KMIA,EHAM,460,290.0
27-8-2019 02:05:07,PH4B3,,S,26-8-2019 13:51:30,ZZZZ,ZZZZ,ZZZZ,100,0.0
26-8-2019 18:05:08,BTI6C4,,S,26-8-2019 13:52:01,BCS3,EBBR,EVRA,436,410.0
26-8-2019 18:20:09,KLM43K,KLM,L,26-8-2019 13:52:01,B737,LICC,EHAM,447,300.0
26-8-2019 18:20:09,RYR6505,RYR,S,26-8-2019 13:52:01,B738,LFML,EHEH,444,380.0
26-8-2019 16:05:08,PHBSF,,S,26-8-2019 13:52:05,C172,EHTX,EHEH,100,0.0
26-8-2019 18:20:09,KLM72M,KLM,L,26-8-2019 13:53:01,E75L,EGFF,EHAM,450,230.0
26-8-2019 18:20:10,KLM96B,KLM,L,26-8-2019 13:53:01,B737,EDDH,EHAM,413,260.0
26-8-2019 17:05:09,TWG100,TWG,S,26-8-2019 13:53:44,F406,EDDV,EGPD,230,200.0
26-8-2019 18:20:10,KLM1656,KLM,L,26-8-2019 13:54:01,B738,LIPZ,EHAM,453,400.0
26-8-2019 18:35:08,CAI050,CAI,L,26-8-2019 13:55:01,B738,EHRD,EHGG,357,110.0
26-8-2019 18:20:09,KLM1592,KLM,L,26-8-2019 13:55:01,B737,LIPE,EHAM,430,300.0
26-8-2019 18:35:08,SAS1556,SAS,L,26-8-2019 13:55:01,A20N,EHAM,ESSA,440,370.0
26-8-2019 17:50:07,EZY45FZ,EZY,L,26-8-2019 13:55:01,A320,EHAM,EGGW,384,240.0
26-8-2019 18:35:07,TRA312E,TRA,L,26-8-2019 13:55:01,B738,LGKR,EHAM,452,280.0
26-8-2019 14:35:07,LIFELN1,,S,26-8-2019 13:55:20,,,,0,
26-8-2019 18:05:09,BEL14W,BEL,H,26-8-2019 13:56:00,CRJ9,EKCH,EBBR,448,370.0
26-8-2019 16:35:11,OOLVN,,S,26-8-2019 13:56:31,PA25,EBBT,EHSE,80,0.0
26-8-2019 18:20:10,KLM99P,KLM,L,26-8-2019 13:57:00,E75L,ENCN,EHAM,436,360.0
26-8-2019 18:20:10,KLM94L,KLM,H,26-8-2019 13:57:00,E190,EKYT,EHAM,448,240.0
26-8-2019 17:50:08,BEL65A,BEL,H,26-8-2019 13:57:00,A319,ESGG,EBBR,454,330.0
26-8-2019 18:20:09,KLM1772,KLM,H,26-8-2019 13:57:00,E190,EDDF,EHAM,388,240.0
26-8-2019 18:20:09,KLM92N,KLM,H,26-8-2019 13:57:00,E190,LEVC,EHAM,448,380.0
26-8-2019 17:35:08,AFL2629,AFL,L,26-8-2019 13:58:15,B738,EBBR,UUEE,423,350.0
26-8-2019 18:35:07,KLM20P,KLM,L,26-8-2019 13:59:00,B738,LFPG,EHAM,411,240.0
26-8-2019 18:05:10,SAS597,SAS,H,26-8-2019 13:59:00,CRJ9,EKCH,EBBR,471,270.0
26-8-2019 18:05:10,VLG8406,VLG,S,26-8-2019 14:00:01,A321,EHAM,EGGW,420,240.0
26-8-2019 16:20:09,PHNBA,,S,26-8-2019 14:00:01,CRUZ,EHEH,EHEH,85,0.0
26-8-2019 17:50:07,KLM7940,KLM,S,26-8-2019 14:00:01,DA42,EHGG,EHGG,140,50.0
26-8-2019 18:20:09,KLM78Q,KLM,L,26-8-2019 14:00:01,B738,LIRF,EHAM,447,300.0
26-8-2019 17:50:08,OTF1311,OTF,H,26-8-2019 14:00:01,A320,EHBK,HEGN,386,150.0
26-8-2019 18:20:09,KLM36S,KLM,L,26-8-2019 14:00:01,B738,EKBI,EHAM,448,260.0
26-8-2019 17:50:08,VLG83TJ,VLG,S,26-8-2019 14:00:01,A320,EHAM,LEBL,453,350.0
26-8-2019 18:20:08,EJU42BT,EJU,L,26-8-2019 14:00:01,A320,EHAM,LFSB,417,290.0
26-8-2019 18:05:10,KLM1433,KLM,H,26-8-2019 14:00:01,E190,EHAM,EGBB,439,360.0
26-8-2019 18:35:07,GBCVH,,S,26-8-2019 14:00:12,C150,EHHV,EHHV,90,12.0
27-8-2019 03:20:06,WHS3XH,WHS,S,26-8-2019 14:00:24,A139,EDWE,EDWE,140,0.0
26-8-2019 18:35:08,KLM1080,KLM,L,26-8-2019 14:01:01,B738,EGCC,EHAM,450,330.0
26-8-2019 18:35:08,KLM1162,KLM,H,26-8-2019 14:01:01,E190,ESGG,EHAM,446,400.0
26-8-2019 18:35:07,KLM32E,KLM,L,26-8-2019 14:01:01,B738,LGAV,EHAM,456,380.0
26-8-2019 18:20:10,KLM77R,KLM,H,26-8-2019 14:02:01,E190,LIRQ,EHAM,411,300.0
26-8-2019 15:35:07,N985EK,,L,26-8-2019 14:02:01,SR22,LIPU,EHGG,160,0.0
26-8-2019 18:05:10,KLM66V,KLM,H,26-8-2019 14:02:01,E190,LIEE,EHAM,415,300.0
26-8-2019 16:35:12,PHSVX,,S,26-8-2019 14:02:53,PAY2,EHTE,EDDW,200,90.0
26-8-2019 18:05:10,BEL84L,BEL,H,26-8-2019 14:03:01,A320,ENGM,EBBR,449,330.0
26-8-2019 15:20:08,LIFELN4,,S,26-8-2019 14:03:05,EC35,EHGG,EHGG,100,0.0
26-8-2019 17:50:08,NJE963F,NJE,H,26-8-2019 14:03:23,C56X,EDDM,EHAM,420,340.0
26-8-2019 18:05:10,BEL23U,BEL,H,26-8-2019 14:04:01,A319,EGPH,EBBR,455,230.0
26-8-2019 15:50:07,PHSVN,,S,26-8-2019 14:04:05,R200,EHRD,EHRD,110,0.0
26-8-2019 18:20:10,SAS80M,SAS,L,26-8-2019 14:05:00,B737,EHAM,ENGM,430,390.0
26-8-2019 18:50:08,KLM52T,KLM,H,26-8-2019 14:05:00,E190,LIMC,EHAM,426,340.0
26-8-2019 18:35:07,KLM1204,KLM,H,26-8-2019 14:05:00,E190,ENZV,EHAM,450,400.0
26-8-2019 18:05:10,KLM73L,KLM,L,26-8-2019 14:05:00,B737,EHAM,EGLL,410,240.0
26-8-2019 18:20:10,KLM1510,KLM,L,26-8-2019 14:06:00,B738,LEAL,EHAM,449,380.0
26-8-2019 18:35:08,AZG201,AZG,L,26-8-2019 14:06:00,B744,LOWW,EHAM,482,360.0
26-8-2019 18:20:09,SAS98E,SAS,L,26-8-2019 14:06:00,B737,EBBR,ENGM,430,390.0
26-8-2019 18:20:10,BEE7BG,BEE,H,26-8-2019 14:07:00,E75S,EGCC,EDDL,433,110.0
26-8-2019 18:20:09,KLM80L,KLM,L,26-8-2019 14:07:00,B738,EGBB,EHAM,450,230.0
26-8-2019 19:05:08,KLM992,KLM,H,26-8-2019 14:07:00,E190,EGLC,EHAM,460,210.0
26-8-2019 16:50:09,PHTGL,,S,26-8-2019 14:07:54,P28A,EHGG,EHGG,100,0.0
26-8-2019 17:35:08,T7FTW,,S,26-8-2019 14:08:00,BE36,LFLA,EHRD,160,100.0
26-8-2019 18:50:06,KLM62R,KLM,L,26-8-2019 14:08:00,B737,LROP,EHAM,447,340.0
26-8-2019 18:50:06,KLM1922,KLM,L,26-8-2019 14:08:00,E75L,EPGD,EHAM,432,260.0
26-8-2019 18:20:10,TRA32Q,TRA,L,26-8-2019 14:10:00,B738,EHAM,LEAL,446,370.0
26-8-2019 18:35:07,KLM926,KLM,H,26-8-2019 14:10:00,E190,EGPE,EHAM,449,390.0
26-8-2019 18:35:08,THY5AG,THY,L,26-8-2019 14:10:00,B77W,EHAM,LTFM,477,370.0
26-8-2019 18:35:07,EJU95EZ,EJU,L,26-8-2019 14:10:00,A320,EHAM,EGKK,385,240.0
26-8-2019 18:20:10,KLM948,KLM,H,26-8-2019 14:10:00,E190,EGAC,EHAM,460,390.0
26-8-2019 18:05:10,KLM30W,KLM,L,26-8-2019 14:10:00,B738,EGNT,EHAM,450,230.0
26-8-2019 18:35:07,SAS2591,SAS,L,26-8-2019 14:10:00,A20N,ESSA,EBBR,440,350.0
26-8-2019 18:50:07,KLM38M,KLM,S,26-8-2019 14:10:00,E195,EIDW,EHAM,425,350.0
26-8-2019 18:35:07,AFR73HR,AFR,H,26-8-2019 14:10:16,CRJ7,LFST,EHAM,400,230.0
26-8-2019 17:20:10,OONZC,,S,26-8-2019 14:10:41,C172,EHMZ,EBOS,110,0.0
26-8-2019 17:35:07,PH1193,,S,26-8-2019 14:10:49,DIMO,EHOW,EDWX,75,0.0
26-8-2019 19:05:07,KLM1990,KLM,L,26-8-2019 14:11:01,E75L,LFSB,EHAM,413,360.0
26-8-2019 18:35:08,GIENN,,S,26-8-2019 14:11:35,SR20,EHGG,EHSE,130,0.0
26-8-2019 17:50:08,RYR44XM,RYR,S,26-8-2019 14:13:01,B738,GMFF,EHEH,437,360.0
26-8-2019 15:50:07,N6664C,,S,26-8-2019 14:13:09,BE33,EDWF,EHGG,135,0.0
26-8-2019 18:35:07,KLM1418,KLM,L,26-8-2019 14:14:01,B738,LFLL,EHAM,439,300.0
26-8-2019 18:35:08,VLG33CH,VLG,S,26-8-2019 14:15:01,A320,EHAM,LEIB,449,370.0
26-8-2019 18:35:07,KLM64W,KLM,H,26-8-2019 14:15:01,E190,EGPD,EHAM,451,230.0
26-8-2019 18:50:07,RYR1KX,RYR,S,26-8-2019 14:15:01,B738,EHEH,LBSF,362,230.0
26-8-2019 18:05:10,RYR989X,RYR,S,26-8-2019 14:17:01,B738,LEZL,EHEH,441,360.0
26-8-2019 18:50:07,KLM46A,KLM,H,26-8-2019 14:18:00,E190,LKPR,EHAM,450,400.0
26-8-2019 18:35:08,EIN69D,EIN,L,26-8-2019 14:18:00,A320,EIDW,EDDL,441,370.0
26-8-2019 19:05:07,BEL178,BEL,H,26-8-2019 14:18:00,A319,EGCC,EBBR,454,170.0
26-8-2019 17:20:11,AFL2695,AFL,L,26-8-2019 14:18:43,A321,EHAM,UUEE,401,350.0
26-8-2019 18:35:08,KLM67D,KLM,L,26-8-2019 14:19:00,B739,EGPH,EHAM,430,350.0
26-8-2019 18:50:06,TRA79N,TRA,L,26-8-2019 14:20:00,B738,EHAM,LFMN,446,350.0
26-8-2019 20:20:09,TRA953V,TRA,L,26-8-2019 14:20:00,B738,EHAM,LPPT,449,370.0
26-8-2019 18:35:07,RYR9GL,RYR,S,26-8-2019 14:20:00,B738,EHAM,LEMG,445,370.0
26-8-2019 18:20:10,EZY53TV,EZY,L,26-8-2019 14:20:00,A320,EHAM,EGGD,405,280.0
26-8-2019 18:35:08,EZY72LB,EZY,L,26-8-2019 14:20:00,A320,EHAM,EGSS,382,240.0
26-8-2019 18:20:09,FIN7B,FIN,L,26-8-2019 14:21:00,A319,EBBR,EFHK,435,370.0
26-8-2019 15:50:07,DIDCA,,S,26-8-2019 14:21:35,BE55,EDWF,EHGG,180,0.0
26-8-2019 18:20:10,PHHPJ,,S,26-8-2019 14:21:57,BALL,ZZZZ,ZZZZ,6,0.0
26-8-2019 19:20:10,BAW442,BAW,S,26-8-2019 14:22:00,A321,EGLL,EHAM,460,250.0
26-8-2019 18:50:07,BEE8RE,BEE,H,26-8-2019 14:22:00,E75S,EGCC,EHAM,450,140.0
26-8-2019 18:20:09,RCH368,RCH,L,26-8-2019 14:22:15,C17,BIKF,ETAD,444,230.0
26-8-2019 16:05:09,JEI212,JEI,S,26-8-2019 14:23:31,LJ35,EHAM,EDDM,434,350.0
26-8-2019 18:50:08,EZS56ET,EZS,L,26-8-2019 14:24:01,A320,LSGG,EHAM,435,220.0
26-8-2019 18:35:08,EIN844,EIN,L,26-8-2019 14:25:01,A320,EICK,EHAM,460,370.0
26-8-2019 18:35:08,TRA14P,TRA,L,26-8-2019 14:25:01,B738,EHAM,LPPR,445,380.0
26-8-2019 18:35:07,KLM997,KLM,H,26-8-2019 14:25:01,E190,EHAM,EGLC,360,160.0
26-8-2019 18:35:07,BAW41HA,BAW,L,26-8-2019 14:25:01,A319,EHAM,EGLL,427,240.0
26-8-2019 18:35:07,EZY37TL,EZY,L,26-8-2019 14:26:01,A319,EDLW,EGGW,400,300.0
26-8-2019 18:50:08,ASL77F,ASL,H,26-8-2019 14:26:01,A319,LYBE,EHAM,447,300.0
26-8-2019 18:05:10,RYR6ED,RYR,S,26-8-2019 14:28:01,B738,LEIB,EHEH,436,360.0
26-8-2019 18:50:07,KLM1832,KLM,H,26-8-2019 14:29:01,E190,EDDT,EHAM,399,260.0
26-8-2019 18:35:08,EJU18VG,EJU,L,26-8-2019 14:30:01,A320,EHAM,EGGW,385,240.0
26-8-2019 19:20:09,PHVSY,,S,26-8-2019 14:30:01,P28A,EHRD,EHRD,100,0.0
26-8-2019 19:20:08,PHPGO,,N,26-8-2019 14:30:01,BALL,ZZZZ,ZZZZ,10,0.0
26-8-2019 19:20:08,CSN458,CSN,L,26-8-2019 14:30:01,B77L,EHAM,ZGGG,491,310.0
26-8-2019 18:50:06,BAW2763,BAW,S,26-8-2019 14:30:01,A319,EHAM,EGKK,374,240.0
26-8-2019 19:05:09,EJU32YZ,EJU,L,26-8-2019 14:30:01,A320,EHAM,EDDB,439,350.0
26-8-2019 18:50:07,BCS3319,BCS,S,26-8-2019 14:34:00,B752,EGNX,EHAM,450,230.0
26-8-2019 18:50:07,KLM48C,KLM,L,26-8-2019 14:35:00,B737,LDSP,EHAM,438,300.0
26-8-2019 18:50:06,BEE3UD,BEE,H,26-8-2019 14:35:00,DH8D,EGHI,EDDL,315,160.0
26-8-2019 19:05:08,EJU2729,EJU,L,26-8-2019 14:36:00,A319,LIMC,EHAM,429,220.0
26-8-2019 18:05:09,JEF33,JEF,H,26-8-2019 14:37:05,CL60,EHAM,EFHK,459,410.0
26-8-2019 18:50:07,VLG6814,VLG,S,26-8-2019 14:38:01,A319,LIRQ,EHAM,451,380.0
26-8-2019 19:05:08,BEE8LK,BEE,H,26-8-2019 14:39:01,DH8D,EGHI,EHAM,315,120.0
26-8-2019 18:50:07,DLH8A,DLH,H,26-8-2019 14:40:01,A320,EHAM,EDDF,411,230.0
26-8-2019 18:35:08,KLM941,KLM,H,26-8-2019 14:40:01,E190,EHAM,EIDW,453,380.0
26-8-2019 20:05:07,RYR421H,RYR,S,26-8-2019 14:43:01,B738,EGSS,EHEH,450,190.0
26-8-2019 19:05:07,LOT268,LOT,H,26-8-2019 14:45:01,A319,EHAM,EPWA,442,390.0
26-8-2019 20:20:09,CSA619,CSA,L,26-8-2019 14:45:01,B738,EHAM,LKPR,392,230.0
26-8-2019 18:35:07,EUW9292,EUW,L,26-8-2019 14:45:01,C680,EHRD,EGLF,432,240.0
26-8-2019 19:20:09,TAP671,TAP,L,26-8-2019 14:45:01,A321,EHAM,LPPT,442,350.0
26-8-2019 19:05:08,DBEAM,,L,26-8-2019 14:46:00,CL30,EDJA,EHAM,340,80.0
26-8-2019 19:20:08,VLG2SQ,VLG,S,26-8-2019 14:48:00,A320,LEVC,EHAM,447,360.0
26-8-2019 18:35:07,PHRAC,,S,26-8-2019 14:48:40,DA40,EHRD,EHRD,110,0.0
26-8-2019 19:05:08,KLM18X,KLM,L,26-8-2019 14:49:00,B738,EKCH,EHAM,432,260.0
26-8-2019 19:35:07,EZY89RA,EZY,L,26-8-2019 14:50:00,A319,EGGP,EHAM,460,330.0
26-8-2019 19:20:09,CFE88C,CFE,S,26-8-2019 14:50:00,E190,EHAM,EGLC,406,200.0
26-8-2019 19:05:09,STK7SL,STK,S,26-8-2019 14:50:00,AT76,EHGG,EGMC,256,180.0
26-8-2019 19:35:08,RYR7XR,RYR,S,26-8-2019 14:50:00,B738,EHEH,LFML,427,330.0
26-8-2019 19:50:07,EZY7010,EZY,L,26-8-2019 14:50:00,A320,EHAM,EGGP,356,260.0
26-8-2019 19:05:08,KLM1135,KLM,L,26-8-2019 14:50:00,B738,EHAM,EKCH,461,370.0
26-8-2019 18:50:07,TRA46T,TRA,L,26-8-2019 14:50:00,B738,EHRD,LIRP,447,390.0
26-8-2019 19:05:08,SXS5XT,SXS,S,26-8-2019 14:50:00,B738,EHAM,LTBJ,442,390.0
26-8-2019 19:05:08,VLG83XL,VLG,S,26-8-2019 14:50:00,A320,EHAM,LEMG,449,370.0
26-8-2019 19:20:08,ELY339,ELY,L,26-8-2019 14:51:17,B739,LLBG,EHAM,459,280.0
27-8-2019 06:50:06,PHDTS,,N,26-8-2019 14:51:19,DA42,EHLE,EHLE,120,30.0
26-8-2019 19:05:08,NAX1NE,NAX,L,26-8-2019 14:53:01,B738,ESSA,EHAM,445,380.0
26-8-2019 18:20:09,RYR82AA,RYR,S,26-8-2019 14:53:17,B738,LEAL,EHBK,439,360.0
26-8-2019 19:35:08,DLH2EU,DLH,H,26-8-2019 14:54:01,A319,EDDM,EHAM,444,320.0
26-8-2019 18:50:06,RAM668,RAM,S,26-8-2019 14:54:01,A320,GMFO,EHAM,456,360.0
26-8-2019 19:50:07,IBK541B,IBK,H,26-8-2019 14:55:01,B734,EHAM,EKCH,439,310.0
26-8-2019 19:35:08,BEE5AX,BEE,H,26-8-2019 14:56:01,DH8D,EGBB,EHAM,315,230.0
26-8-2019 20:05:07,DKJES,,S,26-8-2019 14:56:18,S12S,EHHV,EDGS,85,0.0
26-8-2019 19:50:07,KLM1024,KLM,H,26-8-2019 14:58:01,E190,EGLL,EHAM,460,230.0
26-8-2019 20:05:07,EIN61V,EIN,L,26-8-2019 14:58:01,A320,EIDW,EHAM,460,370.0
26-8-2019 19:20:09,PHMDL,,S,26-8-2019 15:00:00,C172,EHRD,EHRD,100,0.0
26-8-2019 19:20:09,BEE9LB,BEE,H,26-8-2019 15:00:00,E195,EHAM,EGBB,455,340.0
26-8-2019 19:20:08,ROT364L,ROT,S,26-8-2019 15:00:00,B738,EHAM,LROP,452,410.0
26-8-2019 19:05:07,CAI806,CAI,L,26-8-2019 15:00:00,B738,EHBK,LTAI,363,170.0
26-8-2019 19:20:09,SWR70T,SWR,L,26-8-2019 15:00:00,A321,EHAM,LSZH,464,330.0
26-8-2019 19:05:09,TRA1G,TRA,L,26-8-2019 15:00:00,B738,EHAM,LATI,448,370.0
26-8-2019 19:20:09,AUA376,AUA,H,26-8-2019 15:00:00,A320,EHAM,LOWW,450,350.0
26-8-2019 18:50:07,TRA23L,TRA,L,26-8-2019 15:00:00,B738,EHRD,LPFR,447,410.0
26-8-2019 16:50:10,PHPAD,,S,26-8-2019 15:03:59,P28A,EHRD,EHRD,90,0.0
26-8-2019 19:20:09,KLM58V,KLM,H,26-8-2019 15:06:01,E190,LSGG,EHAM,453,400.0
26-8-2019 17:05:09,EZY42WF,EZY,L,26-8-2019 15:06:01,A319,EGKK,EHAM,367,230.0
26-8-2019 19:35:08,NAX58U,NAX,L,26-8-2019 15:07:01,B738,ENGM,EHAM,447,260.0
26-8-2019 16:05:08,N213CL,,S,26-8-2019 15:08:09,S22T,EHRD,EHRD,140,30.0
26-8-2019 19:50:08,EZY71DC,EZY,L,26-8-2019 15:12:01,A20N,EGGW,EHAM,460,230.0
26-8-2019 20:05:07,EJU35QV,EJU,L,26-8-2019 15:12:01,A319,LIPZ,EHAM,442,380.0
