T_UPDATE,CALLSIGN,OPERATOR,TYPE_OF_TRANSPONDER,T0,ICAO_ACTYPE,ADEP,DEST,TAS,RFL
26-8-2019 09:50:08,TRA132K,TRA,L,26-8-2019 05:26:00,B738,LEBL,EHAM,443,320.0
26-8-2019 06:50:07,AZE39QA,AZE,H,26-8-2019 05:27:00,E50P,LFPB,EHAM,361,220.0
26-8-2019 09:35:07,KLM636,KLM,L,26-8-2019 05:27:23,B789,KLAS,EHAM,487,350.0
26-8-2019 09:35:08,KLM789,KLM,L,26-8-2019 05:28:50,A332,TNCC,EHAM,470,210.0
26-8-2019 09:50:07,KLM1840,KLM,L,26-8-2019 05:29:00,B738,LOWW,EHAM,445,320.0
26-8-2019 12:05:08,DHANS,,S,26-8-2019 05:30:00,R44,EHTE,EHGG,90,0.0
26-8-2019 09:20:07,AHO344F,AHO,H,26-8-2019 05:30:00,C56X,EHRD,LFMD,430,350.0
26-8-2019 09:20:08,AFR83VK,AFR,H,26-8-2019 05:30:00,A321,EHAM,LFPG,400,210.0
26-8-2019 09:50:06,EIN69X,EIN,H,26-8-2019 05:30:00,A320,EDDL,EIDW,439,360.0
26-8-2019 11:05:06,NHX15B,NHX,S,26-8-2019 05:30:00,EC55,EHLY,EHKD,130,30.0
26-8-2019 09:50:08,EWG7WM,EWG,H,26-8-2019 05:30:00,A333,KJFK,EDDL,461,390.0
26-8-2019 10:05:07,PHOTK,,S,26-8-2019 05:30:00,C172,EHBK,EHBK,100,50.0
26-8-2019 09:50:06,EWG30V,EWG,H,26-8-2019 05:30:00,A320,EDDL,EGPH,447,380.0
26-8-2019 10:20:08,KLM7910,KLM,S,26-8-2019 05:30:00,DA42,EHGG,EHGG,140,50.0
26-8-2019 09:35:09,KLM92Z,KLM,H,26-8-2019 05:31:00,E190,EGCC,EHAM,460,290.0
26-8-2019 09:05:08,TRA234V,TRA,L,26-8-2019 05:31:00,B738,LKPR,EHEH,366,360.0
26-8-2019 09:50:08,KLM30K,KLM,H,26-8-2019 05:31:00,E190,EKBI,EHAM,430,240.0
26-8-2019 09:50:08,THY1961,THY,L,26-8-2019 05:31:00,A320,LTFJ,EHAM,449,340.0
26-8-2019 09:35:08,KLM1724,KLM,H,26-8-2019 05:32:00,E190,EBBR,EHAM,344,140.0
26-8-2019 09:50:06,RYR8KC,RYR,S,26-8-2019 05:33:01,B738,EGCC,EDDK,422,100.0
26-8-2019 07:05:09,KLM569,KLM,L,26-8-2019 05:35:01,B78X,EHAM,HTKJ,498,350.0
26-8-2019 09:35:09,SAS594,SAS,L,26-8-2019 05:36:01,A319,EBBR,EKCH,440,370.0
26-8-2019 09:35:09,TRA85X,TRA,L,26-8-2019 05:37:01,B738,LGTS,EHAM,452,360.0
26-8-2019 09:50:07,RAM686,RAM,L,26-8-2019 05:37:01,A320,GMTT,EHAM,455,360.0
26-8-2019 09:50:08,KLM21D,KLM,L,26-8-2019 05:38:01,E75L,ESGG,EHAM,388,260.0
26-8-2019 09:35:08,EJU6851,EJU,L,26-8-2019 05:38:01,A319,EGPF,EHAM,460,370.0
26-8-2019 09:50:08,KLM38P,KLM,L,26-8-2019 05:39:01,B738,LFPG,EHAM,411,240.0
26-8-2019 10:05:07,DANEO,,L,26-8-2019 05:39:01,A19N,EDDM,EHWO,447,260.0
26-8-2019 10:05:09,IBS37UJ,IBS,S,26-8-2019 05:39:01,A320,LEMD,EHAM,460,360.0
26-8-2019 09:05:07,KLM661,KLM,L,26-8-2019 05:39:40,B789,EHAM,KIAH,490,340.0
26-8-2019 07:20:08,KLM7906,KLM,S,26-8-2019 05:39:40,DA42,EHGG,EHGG,140,50.0
26-8-2019 09:50:07,KLM1516,KLM,L,26-8-2019 05:40:01,E75L,EGSH,EHAM,450,190.0
26-8-2019 09:50:07,KLM11G,KLM,L,26-8-2019 05:40:01,E190,EHAM,LIPE,449,390.0
26-8-2019 10:20:05,TGZ652,TGZ,S,26-8-2019 05:40:01,B738,EHAM,UGTB,454,350.0
26-8-2019 10:05:09,SAS822,SAS,L,26-8-2019 05:40:01,A20N,EHAM,ENGM,444,390.0
26-8-2019 10:20:08,KLM1050,KLM,H,26-8-2019 05:41:00,E190,EGGD,EHAM,460,290.0
26-8-2019 10:05:07,KLM78W,KLM,H,26-8-2019 05:41:00,E190,EIDW,EHAM,460,390.0
26-8-2019 09:50:07,AFR73WG,AFR,H,26-8-2019 05:41:13,CRJ7,LFRN,EHAM,454,230.0
26-8-2019 10:05:07,DAL91,DAL,L,26-8-2019 05:41:32,B764,EDDL,KATL,468,300.0
26-8-2019 14:05:06,PXR31G,PXR,S,26-8-2019 05:41:58,PA31,EHLE,EHLE,170,140.0
26-8-2019 10:05:07,KLM84F,KLM,L,26-8-2019 05:42:00,B738,EGBB,EHAM,450,230.0
26-8-2019 10:05:08,KLM40Y,KLM,H,26-8-2019 05:42:00,E190,EDDF,EHAM,388,240.0
26-8-2019 10:20:07,EZY76JE,EZY,L,26-8-2019 05:45:00,A319,EHAM,EGGW,376,240.0
26-8-2019 09:50:07,KLM923,KLM,S,26-8-2019 05:45:00,E195,EHAM,EGPE,451,360.0
26-8-2019 10:05:09,AFL2550,AFL,L,26-8-2019 05:45:00,A333,UUEE,EHAM,458,360.0
26-8-2019 11:20:05,N25FP,,S,26-8-2019 05:45:00,BE36,EHLE,EHKD,140,0.0
26-8-2019 09:35:08,CAI8G,CAI,L,26-8-2019 05:45:00,B738,EHEH,LTAI,407,250.0
26-8-2019 10:05:09,KLM35L,KLM,L,26-8-2019 05:46:00,B738,ESSA,EHAM,448,260.0
26-8-2019 06:35:08,XRO503,XRO,S,26-8-2019 05:46:28,C680,EHTW,EDDG,300,100.0
26-8-2019 09:05:07,DAL47,DAL,L,26-8-2019 05:46:33,A333,EHAM,KJFK,471,360.0
26-8-2019 09:20:06,DAL73,DAL,L,26-8-2019 05:46:39,A333,EHAM,KATL,476,340.0
26-8-2019 09:05:08,DAL179,DAL,L,26-8-2019 05:46:40,B763,EHAM,KPDX,466,320.0
26-8-2019 10:05:09,EJU49HM,EJU,L,26-8-2019 05:47:00,A320,LFMN,EHAM,445,380.0
26-8-2019 13:50:06,BIO01,BIO,S,26-8-2019 05:47:35,P68,EHLE,EHLE,120,14.0
26-8-2019 10:20:06,KLM76U,KLM,L,26-8-2019 05:48:00,B772,KSFO,EHAM,510,350.0
26-8-2019 06:20:06,BIO08,BIO,S,26-8-2019 05:48:24,P68,EHLE,EHLE,120,14.0
26-8-2019 09:35:06,KLM791,KLM,L,26-8-2019 05:48:29,B77W,EHAM,SBGR,494,300.0
26-8-2019 09:35:08,TRA5066,TRA,L,26-8-2019 05:49:01,B738,LEGE,EHRD,436,340.0
26-8-2019 08:05:08,PHOTK,,S,26-8-2019 05:49:58,C172,EHBK,EHBK,100,0.0
26-8-2019 09:20:06,DAL57,DAL,L,26-8-2019 05:49:59,B763,EHAM,KSLC,473,300.0
26-8-2019 09:35:09,CFE4454,CFE,S,26-8-2019 05:50:01,E190,EHRD,EGLC,394,180.0
26-8-2019 10:05:08,EWG3RS,EWG,H,26-8-2019 05:50:01,A320,EDDL,EIDW,448,360.0
26-8-2019 09:35:06,DEXCD,,S,26-8-2019 05:50:01,SR22,EDXN,EHGG,170,0.0
26-8-2019 10:05:06,EJU71KR,EJU,L,26-8-2019 05:50:01,A320,EHAM,LKPR,442,370.0
26-8-2019 11:35:08,TFL767,TFL,L,26-8-2019 05:50:01,B738,EHEH,LTAI,453,330.0
26-8-2019 09:50:06,KLM44H,KLM,L,26-8-2019 05:50:01,E75L,EKYT,EHAM,436,240.0
26-8-2019 10:50:07,PCT505,PCT,S,26-8-2019 05:50:26,D228,ETMN,ETMN,160,20.0
26-8-2019 10:05:08,KLM22E,KLM,L,26-8-2019 05:51:01,E75L,ELLX,EHAM,358,220.0
26-8-2019 10:20:07,BEE4DF,BEE,H,26-8-2019 05:51:01,DH8D,EGBB,EDDH,315,230.0
26-8-2019 09:50:09,KLM1414,KLM,L,26-8-2019 05:51:01,E75L,LFLL,EHAM,416,340.0
26-8-2019 10:05:08,EJU41HE,EJU,L,26-8-2019 05:53:01,A320,LSZH,EHAM,361,220.0
26-8-2019 09:50:08,AAL203,AAL,L,26-8-2019 05:55:00,B763,EHAM,KPHL,445,360.0
26-8-2019 10:35:06,KLM137,KLM,L,26-8-2019 05:55:00,B744,EHAM,TNCC,501,340.0
26-8-2019 10:20:06,FOO6825,FOO,S,26-8-2019 05:55:00,A321,EHAM,LOWW,447,350.0
26-8-2019 10:05:09,STK7NM,STK,S,26-8-2019 05:55:00,AT76,EHGG,EGMC,256,200.0
26-8-2019 10:05:07,BAW612M,BAW,S,26-8-2019 05:55:00,A320,EHAM,EGKK,418,240.0
26-8-2019 09:35:08,RYR4RB,RYR,S,26-8-2019 05:57:00,B738,LIRP,EHEH,408,300.0
26-8-2019 10:05:07,EJU89TA,EJU,L,26-8-2019 05:58:00,A319,LEMG,EHAM,426,280.0
26-8-2019 09:50:06,KLM591,KLM,L,26-8-2019 05:58:43,B77W,EHAM,FAOR,507,290.0
26-8-2019 10:20:05,BAW937,BAW,S,26-8-2019 05:59:00,A320,EDDL,EGLL,439,320.0
26-8-2019 10:20:07,DLH5KW,DLH,H,26-8-2019 06:00:01,A320,EHAM,EDDM,449,350.0
26-8-2019 21:20:07,GSHWN,,S,26-8-2019 06:00:01,P51,EGSU,EKMB,230,0.0
26-8-2019 10:05:08,KLM82K,KLM,L,26-8-2019 06:00:01,E75L,LFSB,EHAM,431,360.0
26-8-2019 12:35:07,PHSVT,,S,26-8-2019 06:00:01,DR40,EHRD,EHHV,105,0.0
26-8-2019 10:05:08,KLM94X,KLM,H,26-8-2019 06:00:01,E190,EHAM,EDDL,376,210.0
26-8-2019 10:05:08,PHSVU,,S,26-8-2019 06:00:01,DR40,EHMZ,EHRD,105,0.0
26-8-2019 10:05:07,RYR6DN,RYR,S,26-8-2019 06:00:01,B738,EHEH,LPFR,425,330.0
26-8-2019 10:35:06,SAS556,SAS,L,26-8-2019 06:00:01,B738,EHAM,ESSA,430,350.0
26-8-2019 13:05:08,N25FP,,S,26-8-2019 06:00:01,BE36,EHKD,EHKD,120,20.0
26-8-2019 10:20:07,TRA1680,TRA,L,26-8-2019 06:00:01,B738,LGKR,EHAM,451,280.0
26-8-2019 10:05:08,UAL908,UAL,L,26-8-2019 06:00:01,B763,EHAM,KORD,460,340.0
26-8-2019 10:05:08,SAS4744,SAS,L,26-8-2019 06:01:01,B737,EBBR,ENGM,440,390.0
26-8-2019 08:50:08,KLM31,KLM,L,26-8-2019 06:01:27,B772,EHAM,CYYZ,482,340.0
26-8-2019 08:20:06,PHHLR,,S,26-8-2019 06:02:01,DR40,EHRD,EHRD,90,0.0
26-8-2019 10:05:08,KLM98R,KLM,L,26-8-2019 06:02:01,E75L,ENZV,EHAM,422,380.0
26-8-2019 10:20:06,AUI101,AUI,H,26-8-2019 06:04:01,B739,UKBB,EHAM,451,260.0
26-8-2019 10:50:07,RYR86ZU,RYR,S,26-8-2019 06:05:01,B738,EHEH,LPPT,437,330.0
26-8-2019 10:20:07,AEA1098,AEA,L,26-8-2019 06:05:01,A332,EHAM,LEMD,461,350.0
26-8-2019 10:05:08,KLM792,KLM,L,26-8-2019 06:05:55,B77W,SBGR,EHAM,495,310.0
26-8-2019 10:35:06,KLM214,KLM,L,26-8-2019 06:06:36,B77W,CYVR,EHAM,485,330.0
26-8-2019 10:20:07,CND118,CND,L,26-8-2019 06:07:00,B738,LGSM,EHAM,453,380.0
26-8-2019 10:05:07,EZY2157,EZY,L,26-8-2019 06:07:00,A319,EGGW,EHAM,460,230.0
26-8-2019 10:20:07,RAM684,RAM,S,26-8-2019 06:07:00,A320,GMMW,EHAM,455,360.0
26-8-2019 10:20:06,KLM1472,KLM,L,26-8-2019 06:07:00,B737,EGPF,EHAM,450,410.0
26-8-2019 10:05:08,RYR8BN,RYR,S,26-8-2019 06:08:00,B738,LIME,EHEH,352,220.0
26-8-2019 11:20:05,KLM28M,KLM,H,26-8-2019 06:09:00,E190,EDDV,EHAM,387,240.0
26-8-2019 10:20:08,LOT266,LOT,S,26-8-2019 06:10:00,B733,EHAM,EPWA,429,370.0
26-8-2019 12:20:06,KLM34G,KLM,H,26-8-2019 06:10:00,E190,EGPD,EHAM,388,230.0
26-8-2019 07:20:09,RCH368,RCH,L,26-8-2019 06:10:00,C17,ETAD,BIKF,436,340.0
26-8-2019 10:05:09,KLM36T,KLM,H,26-8-2019 06:10:00,E190,EGNT,EHAM,460,230.0
26-8-2019 09:35:07,DAL143,DAL,L,26-8-2019 06:11:14,A333,EHAM,KSEA,476,340.0
26-8-2019 11:35:08,PHMDL,,S,26-8-2019 06:11:47,C172,EHRD,EHMZ,100,45.0
26-8-2019 09:35:08,DAL135,DAL,L,26-8-2019 06:12:04,A333,EHAM,KDTW,474,360.0
26-8-2019 09:20:07,ZXP25,ZXP,S,26-8-2019 06:12:21,A139,EHAM,EHAM,140,0.0
26-8-2019 08:50:08,SVA934,SVA,H,26-8-2019 06:12:43,B77L,EHAM,OEJN,493,330.0
26-8-2019 10:20:06,TRA69Z,TRA,L,26-8-2019 06:14:01,B738,LPFR,EHGG,451,380.0
26-8-2019 10:20:08,RYR18YR,RYR,S,26-8-2019 06:15:01,B738,EHEH,LEVC,433,330.0
26-8-2019 11:05:08,TRA19T,TRA,L,26-8-2019 06:15:01,B738,EHAM,LGTS,445,370.0
26-8-2019 15:05:09,BCG01,BCG,S,26-8-2019 06:15:01,BN2P,EBAW,EKEB,110,15.0
26-8-2019 10:35:07,KLM451,KLM,L,26-8-2019 06:15:01,A332,EHAM,OMAA,474,310.0
26-8-2019 10:35:07,SIA323,SIA,L,26-8-2019 06:15:01,A359,EHAM,WSSS,493,370.0
26-8-2019 10:20:07,DLH1A,DLH,H,26-8-2019 06:15:01,A320,EHAM,EDDF,420,230.0
26-8-2019 10:35:07,TRA3X,TRA,L,26-8-2019 06:16:01,B738,LGZA,EHAM,450,360.0
26-8-2019 12:05:08,GCGGO,,C,26-8-2019 06:17:01,DR40,EDLG,EHMZ,120,0.0
26-8-2019 10:50:08,KLM988,KLM,H,26-8-2019 06:17:01,E190,EGLC,EHAM,460,210.0
26-8-2019 12:05:07,GJOHA,,S,26-8-2019 06:18:01,SR20,EGTR,EHSE,127,0.0
26-8-2019 11:05:06,KLM1008,KLM,L,26-8-2019 06:18:01,B738,EGLL,EHAM,450,230.0
26-8-2019 18:50:06,HTM26M,HTM,E,26-8-2019 06:18:37,EC45,EDWS,EDWS,120,0.0
26-8-2019 12:05:08,GBAJA,,S,26-8-2019 06:18:47,C177,EHRD,EHAL,130,0.0
26-8-2019 08:05:09,DAL71,DAL,L,26-8-2019 06:18:49,A333,EHAM,KATL,476,340.0
26-8-2019 08:35:08,VJT503,VJT,L,26-8-2019 06:19:00,CL60,EGGW,EHEH,401,190.0
26-8-2019 10:20:06,PHHLR,,S,26-8-2019 06:19:43,DR40,EHRD,EHRD,105,0.0
26-8-2019 10:35:08,KLM537,KLM,L,26-8-2019 06:20:00,A333,EHAM,HRYR,489,310.0
26-8-2019 10:05:07,TRA90Y,TRA,L,26-8-2019 06:20:00,B738,LDSP,EHRD,360,200.0
26-8-2019 11:05:07,KLM421,KLM,L,26-8-2019 06:20:00,A332,EHAM,OEDF,491,310.0
26-8-2019 10:20:08,RYR7LD,RYR,S,26-8-2019 06:20:00,B738,EHEH,LDZD,367,230.0
26-8-2019 10:35:07,CTN4AS,CTN,H,26-8-2019 06:20:00,A319,EHAM,LDZA,454,390.0
26-8-2019 19:50:08,HTM26M,HTM,E,26-8-2019 06:22:30,EC45,EDWS,EDWS,120,0.0
26-8-2019 10:20:08,TRA77E,TRA,L,26-8-2019 06:23:00,B737,LEBL,EHEH,424,340.0
26-8-2019 09:50:09,DAL161,DAL,L,26-8-2019 06:23:10,A333,EHAM,KMSP,476,340.0
26-8-2019 10:20:08,KLM1486,KLM,L,26-8-2019 06:25:00,E75L,EGNJ,EHAM,450,230.0
26-8-2019 10:35:07,EWG43Y,EWG,L,26-8-2019 06:25:00,B738,EDDK,EGPH,451,380.0
26-8-2019 11:05:06,THY4EH,THY,L,26-8-2019 06:25:00,B77W,EHAM,LTFM,461,310.0
26-8-2019 10:35:07,KLM67R,KLM,L,26-8-2019 06:25:00,B737,EHAM,LHBP,447,390.0
26-8-2019 11:05:06,KLM713,KLM,L,26-8-2019 06:25:01,B744,EHAM,SMJP,501,340.0
26-8-2019 10:50:07,TRA33W,TRA,L,26-8-2019 06:27:01,B738,LIBD,EHAM,450,380.0
26-8-2019 10:35:08,TRA4K,TRA,L,26-8-2019 06:28:01,B738,LPPR,EHAM,399,340.0
26-8-2019 11:05:08,EZY23JC,EZY,L,26-8-2019 06:28:01,A320,EGAA,EHAM,460,350.0
26-8-2019 11:05:07,KLM758,KLM,L,26-8-2019 06:28:33,B772,MPTO,EHAM,485,350.0
26-8-2019 11:05:09,PHCBN,,S,26-8-2019 06:30:01,C172,EHHV,EHRD,100,0.0
26-8-2019 11:20:07,PHSPZ,,S,26-8-2019 06:30:01,DR40,EHRD,EHRD,100,0.0
26-8-2019 10:20:07,RYR1LG,RYR,S,26-8-2019 06:30:01,B738,LEPA,EHEH,444,380.0
26-8-2019 08:50:08,KLM7906,KLM,S,26-8-2019 06:30:01,DA42,EHGG,EHGG,140,50.0
26-8-2019 10:35:09,TRA17A,TRA,L,26-8-2019 06:30:01,B738,EHEH,LEVC,440,210.0
26-8-2019 10:50:06,KLM604,KLM,L,26-8-2019 06:30:22,B789,KLAX,EHAM,487,370.0
26-8-2019 10:35:08,KLM1542,KLM,H,26-8-2019 06:31:01,E190,EGNM,EHAM,460,290.0
26-8-2019 13:20:06,BIO08,BIO,S,26-8-2019 06:31:28,P68,EHLE,EHLE,120,51.0
26-8-2019 08:05:06,EZY87QB,EZY,L,26-8-2019 06:32:37,A319,EHAM,EGGW,376,240.0
26-8-2019 10:50:07,FOO8319,FOO,S,26-8-2019 06:34:00,A321,LEBL,EHAM,446,340.0
26-8-2019 08:20:06,NHX01A,NHX,S,26-8-2019 06:34:11,,,,0,
26-8-2019 07:35:07,HNL25A,HNL,S,26-8-2019 06:34:14,,,,0,
26-8-2019 10:35:06,KLM14N,KLM,L,26-8-2019 06:35:00,E75L,EGFF,EHAM,450,230.0
26-8-2019 11:05:07,UAL21,UAL,L,26-8-2019 06:35:00,B772,EHAM,KIAH,500,320.0
26-8-2019 10:50:07,DAL49,DAL,L,26-8-2019 06:35:26,B763,EHAM,KJFK,452,340.0
26-8-2019 10:20:05,PHXYZ,,S,26-8-2019 06:36:47,DR40,EHRD,EHMZ,105,0.0
26-8-2019 10:35:08,EWG1171,EWG,L,26-8-2019 06:37:41,A332,MMUN,EDDL,462,410.0
26-8-2019 10:35:08,BEL17N,BEL,H,26-8-2019 06:38:00,A319,EGCC,EBBR,454,230.0
26-8-2019 08:20:08,KLM7906,KLM,S,26-8-2019 06:38:20,DA42,EHGG,EHGG,140,50.0
26-8-2019 11:05:08,KLM1870,KLM,H,26-8-2019 06:39:00,E190,EDDS,EHAM,389,240.0
26-8-2019 10:50:07,KLM1296,KLM,H,26-8-2019 06:39:01,E190,LFBD,EHAM,424,340.0
26-8-2019 10:50:06,KLM1565,KLM,H,26-8-2019 06:40:01,E190,EHAM,LIMJ,452,370.0
26-8-2019 10:50:07,BAW431,BAW,S,26-8-2019 06:40:01,A321,EHAM,EGLL,426,240.0
26-8-2019 11:05:08,ROT362K,ROT,S,26-8-2019 06:40:01,B738,EHAM,LROP,451,390.0
26-8-2019 10:35:08,KLM89T,KLM,H,26-8-2019 06:40:01,E190,EHAM,LFBD,438,350.0
26-8-2019 11:05:07,UAE146,UAE,L,26-8-2019 06:40:01,B77W,EHAM,OMDB,498,330.0
26-8-2019 10:50:08,RCH152,RCH,S,26-8-2019 06:42:01,C5,PAED,ETAD,457,230.0
26-8-2019 10:50:08,KLM644,KLM,L,26-8-2019 06:42:32,B744,KJFK,EHAM,490,330.0
26-8-2019 10:35:09,TFL196,TFL,H,26-8-2019 06:43:01,A320,LGZA,EHRD,451,340.0
26-8-2019 10:20:07,TRA44N,TRA,L,26-8-2019 06:44:01,B738,LEVC,EHRD,438,360.0
26-8-2019 11:05:07,EWG1112,EWG,H,26-8-2019 06:44:01,A333,EDDL,KEWR,468,360.0
26-8-2019 11:05:08,PHKMR,,S,26-8-2019 06:44:55,GA8,ZZZZ,EHRD,100,0.0
26-8-2019 10:35:09,TRA2W,TRA,L,26-8-2019 06:45:01,B738,EHEH,ESSA,385,230.0
26-8-2019 10:50:07,KLM95A,KLM,H,26-8-2019 06:45:01,E190,EHAM,LFLL,433,330.0
26-8-2019 11:05:06,KLM33N,KLM,L,26-8-2019 06:45:01,B737,EHAM,EKBI,461,370.0
26-8-2019 11:20:06,KLM1613,KLM,L,26-8-2019 06:45:01,B738,EHAM,LTFM,461,370.0
26-8-2019 10:50:08,KLM37L,KLM,L,26-8-2019 06:45:01,B737,EHAM,LOWW,443,350.0
26-8-2019 10:50:08,KLM39B,KLM,L,26-8-2019 06:45:01,E75L,EHAM,LIPZ,422,350.0
26-8-2019 11:05:08,AUA37HV,AUA,L,26-8-2019 06:47:00,E195,LOWW,EHAM,420,240.0
26-8-2019 11:05:07,KLM56W,KLM,L,26-8-2019 06:47:00,B737,ENBR,EHAM,444,400.0
26-8-2019 11:20:06,TRA76K,TRA,L,26-8-2019 06:47:00,B738,LEIB,EHAM,446,380.0
26-8-2019 11:20:06,FIN8CA,FIN,L,26-8-2019 06:47:00,A319,EBBR,EFHK,445,390.0
26-8-2019 10:50:08,TRA94E,TRA,L,26-8-2019 06:48:00,B738,LEPA,EHEH,447,380.0
26-8-2019 09:20:05,FGUVM,,S,26-8-2019 06:48:20,DA40,EBCI,EHMZ,120,0.0
26-8-2019 12:50:05,OYTEI,,L,26-8-2019 06:48:51,PA46,EKGH,EGTB,194,200.0
26-8-2019 10:20:06,OYPHK,,S,26-8-2019 06:48:53,P28A,EBCI,EHMZ,114,15.0
26-8-2019 09:20:05,PHSPZ,,S,26-8-2019 06:49:34,DR40,EHRD,EHRD,100,0.0
26-8-2019 20:50:07,DEMVC,,S,26-8-2019 06:49:51,F260,LFAT,EKAE,146,0.0
26-8-2019 11:20:07,N9190X,,S,26-8-2019 06:50:00,PA46,EBCI,EHBK,150,0.0
26-8-2019 11:20:06,AZA44M,AZA,L,26-8-2019 06:50:00,A319,EHAM,LIMC,450,390.0
26-8-2019 11:05:08,KLM1145,KLM,H,26-8-2019 06:50:00,E190,EHAM,ENGM,450,390.0
26-8-2019 11:05:08,AMC395,AMC,S,26-8-2019 06:50:00,A320,EHAM,LMML,447,370.0
26-8-2019 11:05:08,KLM1271,KLM,L,26-8-2019 06:50:00,E75L,EHAM,EPWR,415,370.0
26-8-2019 11:05:07,DAL138,DAL,L,26-8-2019 06:50:50,A333,KDTW,EHAM,470,370.0
26-8-2019 11:35:06,EIN60T,EIN,L,26-8-2019 06:51:00,A320,EIDW,EHAM,460,370.0
26-8-2019 10:50:07,N628BD,,E,26-8-2019 06:51:00,GLF5,LGKR,EHAM,491,470.0
26-8-2019 11:05:09,KLM1636,KLM,L,26-8-2019 06:52:01,B737,LIMC,EHAM,442,340.0
26-8-2019 11:35:06,EJU81BA,EJU,L,26-8-2019 06:52:01,A320,LIRF,EHAM,446,220.0
26-8-2019 11:05:08,PHSKM,,S,26-8-2019 06:52:30,DV20,EHHV,EHGG,90,0.0
26-8-2019 13:20:09,GRZLY01,,S,26-8-2019 06:52:36,H47,EHGR,EHLE,120,0.0
26-8-2019 11:20:07,EZY26EY,EZY,L,26-8-2019 06:53:01,A320,EGPH,EHAM,460,350.0
26-8-2019 10:35:06,RYR7QX,RYR,S,26-8-2019 06:53:01,B738,LIRN,EHEH,449,380.0
26-8-2019 10:50:07,KLM66H,KLM,L,26-8-2019 06:53:01,E75L,EGNV,EHAM,450,330.0
26-8-2019 10:20:08,DAL259,DAL,L,26-8-2019 06:53:30,A333,EHAM,KBOS,468,360.0
26-8-2019 10:50:06,OOSPA,,S,26-8-2019 06:53:44,C208,EBSP,EHTE,125,0.0
26-8-2019 09:05:07,PHMDF,,S,26-8-2019 06:53:56,C172,EHTE,EDWJ,100,0.0
26-8-2019 12:20:07,DIAMO09,,S,26-8-2019 06:54:12,PC7,EHWO,EHWO,180,15.0
26-8-2019 10:50:06,DIAMO08,,S,26-8-2019 06:54:26,PC7,EHWO,EHWO,180,50.0
26-8-2019 10:50:07,DIAMO03,,S,26-8-2019 06:54:41,PC7,EHWO,EHWO,180,50.0
26-8-2019 10:05:07,N213CL,,S,26-8-2019 06:54:56,S22T,EBST,EHRD,155,20.0
26-8-2019 08:35:08,TIGER01,,S,26-8-2019 06:54:58,F16,EHVK,XTMD,525,180.0
26-8-2019 11:20:06,ACA825,ACA,L,26-8-2019 06:55:01,B77W,EHAM,CYYZ,422,320.0
26-8-2019 10:50:07,RYR55QY,RYR,S,26-8-2019 06:55:01,B738,EHEH,LIRP,442,370.0
26-8-2019 11:35:08,FIN4PF,FIN,L,26-8-2019 06:55:01,A321,EHAM,EFHK,450,370.0
26-8-2019 11:05:09,KLM55G,KLM,L,26-8-2019 06:55:01,E75L,EHAM,ESSL,417,370.0
26-8-2019 07:20:09,TRA5361,TRA,L,26-8-2019 06:55:01,B738,EHAM,LPFR,447,370.0
26-8-2019 10:35:07,RAZOR20,,S,26-8-2019 06:55:07,PC7,EHWO,EHWO,180,50.0
26-8-2019 12:20:06,PHPHA,,S,26-8-2019 06:56:31,EN48,EHSE,EHSE,90,0.0
26-8-2019 09:50:08,TIGER01,,S,26-8-2019 06:56:37,F16,XTMD,EHVK,525,180.0
26-8-2019 12:50:07,BLADE01,,S,26-8-2019 06:56:42,F16,EHLW,EHVL,486,220.0
26-8-2019 11:50:06,BEAST01,,S,26-8-2019 06:57:05,F16,EHLW,EHLW,528,0.0
26-8-2019 11:20:07,KLM46G,KLM,L,26-8-2019 06:58:00,B739,LIRF,EHAM,457,220.0
26-8-2019 12:35:06,PHLAW,,C,26-8-2019 06:58:00,C310,EGBE,EHMZ,150,45.0
26-8-2019 11:35:07,KLM20H,KLM,L,26-8-2019 06:58:00,B738,LEMD,EHAM,448,340.0
26-8-2019 21:35:06,BLADE01,,S,26-8-2019 06:58:04,F16,EHVL,EHLW,486,220.0
26-8-2019 12:50:05,KING01,,S,26-8-2019 06:58:15,F16,EHLW,EHLW,528,0.0
26-8-2019 21:35:06,BLADE03,,S,26-8-2019 06:58:18,F16,EHVL,EHLW,486,220.0
26-8-2019 09:20:06,VIPER01,,S,26-8-2019 06:58:33,F16,EHLW,XTMC,517,60.0
26-8-2019 09:20:08,VIPER01,,S,26-8-2019 06:58:48,F16,XTMC,EHLW,517,60.0
26-8-2019 09:20:06,NASTY01,,S,26-8-2019 06:59:25,F16,EHLW,XTMC,517,60.0
26-8-2019 10:35:06,NASTY01,,S,26-8-2019 06:59:30,F16,XTMC,EHLW,517,60.0
26-8-2019 11:50:07,PHACI,,S,26-8-2019 07:00:00,C303,EHLE,EHGG,140,20.0
26-8-2019 11:20:06,CFE93PN,CFE,S,26-8-2019 07:00:00,E190,EHAM,EGLC,406,200.0
26-8-2019 11:20:05,AEE625,AEE,S,26-8-2019 07:00:00,A320,EHAM,LGAV,450,370.0
26-8-2019 11:20:07,BRU868,BRU,L,26-8-2019 07:00:00,B733,EHAM,UMMS,441,350.0
26-8-2019 11:20:07,TRA86R,TRA,L,26-8-2019 07:00:00,B738,EHRD,LEIB,439,330.0
26-8-2019 11:20:08,KLM1089,KLM,L,26-8-2019 07:00:00,E75L,EHAM,ESMX,398,310.0
